Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price,Finrat,Savings
good,3,priv,36,37,married,no_rec,freelance,45,87,4500,0,900,1596,56.39097744,1.68
good,1,parents,48,23,single,no_rec,fixed,35,139,0,0,650,650,100,7.68
good,2,parents,36,22,single,no_rec,partime,35,100,25000,0,1400,1850,75.67567568,1.671428571
good,16,rent,60,35,single,no_rec,fixed,49,135,0,0,1300,1310,99.23664122,3.969230769
good,5,owner,48,46,married,no_rec,fixed,90,137,2000,0,1100,1487,73.97444519,2.050909091
good,1,rent,60,40,married,no_rec,fixed,57,120,0,0,1500,1737,86.35578584,2.52
good,0,rent,48,52,married,no_rec,freelance,35,91,5000,0,800,1794,44.59308807,3.36
good,7,owner,36,41,married,no_rec,fixed,75,87,4500,0,2000,2104,95.05703422,0.216
good,23,rent,48,57,single,yes_rec,fixed,49,142,0,0,1300,1450,89.65517241,3.433846154
good,2,parents,60,35,single,no_rec,others,35,65,0,0,1100,1324,83.081571,1.636363636
good,10,owner,6,46,married,no_rec,freelance,45,464,10000,0,1100,2235,49.21700224,2.285454545
bad,5,rent,60,42,married,yes_rec,freelance,113,83,0,0,1530,1530,100,-1.176470588
bad,0,other,60,38,married,yes_rec,fixed,45,183,0,0,1500,1700,88.23529412,5.52
good,0,owner,48,25,single,no_rec,fixed,35,126,2800,0,1170,1372,85.27696793,3.733333333
bad,0,parents,24,20,single,no_rec,partime,35,66,0,0,550,550,100,1.352727273
good,2,rent,48,24,single,no_rec,fixed,44,90,0,0,1200,1450,82.75862069,1.84
good,10,other,60,57,married,no_rec,fixed,60,84,9000,0,1400,1423,98.38369642,1.028571429
good,4,other,60,37,married,yes_rec,freelance,60,61,0,0,1420,1450,97.93103448,0.042253521
good,4,parents,60,27,married,no_rec,freelance,35,103,0,0,1050,1214,86.49093904,3.885714286
bad,2,owner,60,31,married,no_rec,fixed,45,55,4000,800,700,1250,56,0.171428571
good,43,other,24,60,married,no_rec,fixed,60,185,0,0,319,1669,19.11324146,9.404388715
good,8,parents,48,34,single,no_rec,fixed,35,85,0,0,1000,1383,72.3065799,2.4
good,9,owner,48,26,married,no_rec,fixed,35,101,5000,0,500,1997,25.03755633,6.336
good,8,priv,48,25,single,no_rec,fixed,45,180,1500,0,1100,1200,91.66666667,5.890909091
good,30,other,48,50,married,no_rec,fixed,45,220,0,0,600,900,66.66666667,14
bad,2,owner,48,41,married,no_rec,fixed,60,142,4000,0,2000,2465,81.13590264,1.968
good,5,parents,24,32,married,no_rec,fixed,35,91,0,0,450,530,84.90566038,2.986666667
bad,2,rent,60,62,married,yes_rec,others,41,57,8000,0,1200,1500,80,0.8
good,1,owner,48,27,single,yes_rec,fixed,45,62,5000,0,1500,1788,83.89261745,0.544
bad,10,owner,48,54,married,no_rec,freelance,35,27,5000,0,1050,1054,99.62049336,-0.365714286
bad,4,other,36,54,married,no_rec,freelance,60,37,0,0,250,350,71.42857143,-3.312
good,22,other,24,36,married,no_rec,fixed,45,176,0,0,700,1428,49.01960784,4.491428571
good,7,owner,60,55,married,no_rec,fixed,45,124,5000,0,800,982,81.46639511,5.925
bad,1,parents,60,19,single,no_rec,fixed,45,128,9500,2800,1300,1540,84.41558442,2.538461538
bad,7,owner,60,31,married,no_rec,fixed,60,92,3500,991,1050,1158,90.67357513,1.262285714
good,7,other,48,55,married,no_rec,fixed,75,100,6000,0,1200,1700,70.58823529,1
good,21,owner,36,37,married,no_rec,fixed,75,300,7000,3500,1100,1876,58.63539446,6.218181818
good,8,owner,24,51,married,no_rec,fixed,45,167,8000,0,250,400,62.5,11.712
good,25,owner,60,51,married,no_rec,fixed,60,222,7000,0,1300,1400,92.85714286,7.476923077
bad,1,parents,48,22,single,no_rec,freelance,35,169,10000,0,650,722,90.02770083,9.895384615
good,0,rent,60,57,married,no_rec,others,43,80,0,0,1200,1515,79.20792079,1.85
bad,5,rent,48,48,married,yes_rec,freelance,65,50,0,0,1200,1487,80.69939475,-0.6
good,13,parents,60,28,married,no_rec,fixed,35,138,0,0,1080,1192,90.60402685,5.722222222
good,2,rent,36,54,married,no_rec,fixed,54,187,0,0,1200,2050,58.53658537,3.99
bad,1,owner,60,53,married,no_rec,freelance,35,140,8000,0,1600,2222,72.00720072,3.9375
good,7,parents,60,25,single,no_rec,fixed,35,58,28000,0,1100,1338,82.2122571,1.254545455
good,18,other,36,42,single,no_rec,fixed,35,83,0,0,700,1380,50.72463768,2.468571429
bad,1,rent,36,40,separated,no_rec,others,79,38,0,0,400,400,100,-3.69
good,6,owner,48,35,married,no_rec,freelance,60,51,3500,350,1300,1588,81.86397985,-0.461538462
bad,2,owner,60,42,widow,no_rec,others,45,35,6000,0,650,865,75.14450867,-0.923076923
good,12,owner,48,31,married,no_rec,fixed,60,84,5000,0,700,1702,41.12808461,1.645714286
good,7,parents,60,30,single,no_rec,fixed,35,95,0,0,900,1158,77.72020725,4
good,18,owner,36,41,married,no_rec,fixed,45,104,12000,800,900,1607,56.00497822,2.04
good,6,owner,36,58,married,no_rec,fixed,60,390,45000,0,1000,2318,43.14063848,11.88
good,10,owner,60,50,married,no_rec,fixed,75,209,13500,0,1450,1786,81.18701008,5.544827586
good,7,priv,48,27,married,no_rec,fixed,60,71,800,0,800,1505,53.15614618,0.66
good,1,parents,36,33,married,no_rec,fixed,35,200,0,0,600,1580,37.97468354,9.9
bad,1,owner,60,47,separated,no_rec,fixed,35,48,5000,0,1200,1445,83.0449827,0.65
bad,0,parents,60,38,separated,yes_rec,freelance,45,66,0,0,700,1738,40.27617952,1.8
good,7,owner,24,41,married,no_rec,freelance,45,86,6000,0,1200,2676,44.84304933,0.82
bad,16,owner,36,30,married,no_rec,fixed,45,82,4500,0,800,975,82.05128205,1.665
good,10,owner,36,49,married,no_rec,freelance,45,126,5000,0,800,1150,69.56521739,3.645
good,11,owner,48,53,married,no_rec,fixed,45,111,5000,0,1300,1763,73.73794668,2.436923077
good,20,owner,48,44,married,no_rec,fixed,45,87,3000,0,800,1694,47.22550177,2.52
good,1,rent,6,34,married,no_rec,freelance,99,535,0,0,500,1196,41.80602007,5.232
good,8,rent,36,51,married,yes_rec,freelance,60,104,0,0,400,600,66.66666667,3.96
bad,1,owner,60,36,married,yes_rec,freelance,45,41,4000,2000,1500,1743,86.05851979,-0.96
good,13,other,48,40,married,yes_rec,freelance,75,270,0,0,2300,2750,83.63636364,4.069565217
bad,8,parents,36,27,single,no_rec,partime,35,53,0,0,225,350,64.28571429,2.88
bad,1,owner,36,38,married,no_rec,freelance,90,49,7000,300,1200,1619,74.11982705,-1.32
good,13,other,60,40,married,no_rec,fixed,60,140,0,0,700,1465,47.78156997,6.857142857
good,2,parents,60,24,single,no_rec,fixed,35,67,0,0,316,1080,29.25925926,6.075949367
good,6,owner,48,37,married,no_rec,freelance,45,189,15750,3000,2300,2936,78.33787466,2.379130435
good,0,rent,60,30,married,no_rec,fixed,43,80,0,0,1000,1056,94.6969697,2.22
good,8,rent,48,44,married,no_rec,fixed,62,170,0,0,1000,1387,72.09805335,5.184
good,8,priv,36,31,married,no_rec,fixed,60,110,2000,360,400,450,88.88888889,4.176
good,4,other,60,27,married,no_rec,fixed,35,98,5000,0,1200,1609,74.58048477,3.15
bad,7,parents,24,31,married,no_rec,freelance,35,67,0,0,200,2000,10,3.84
good,3,owner,12,28,married,no_rec,fixed,35,120,8000,0,1000,2997,33.36670003,1.02
good,8,owner,36,38,married,no_rec,fixed,45,150,23000,0,2800,4400,63.63636364,1.35
good,1,parents,36,25,single,no_rec,fixed,35,62,0,0,750,1366,54.90483163,1.296
good,17,owner,48,51,married,no_rec,freelance,35,100,16000,0,1100,1358,81.00147275,2.836363636
good,3,owner,60,36,married,no_rec,fixed,45,160,6500,0,1500,2038,73.60157017,4.6
good,13,owner,48,37,married,no_rec,fixed,60,205,5000,0,600,1243,48.27031376,11.6
bad,9,rent,60,37,single,no_rec,fixed,47,115,0,0,1600,1800,88.88888889,2.55
bad,0,other,48,45,married,yes_rec,fixed,45,75,0,0,1000,1135,88.10572687,1.44
bad,0,other,60,51,married,no_rec,freelance,60,198,0,0,1300,1321,98.41029523,6.369230769
bad,15,owner,24,34,married,no_rec,freelance,35,76,148,1,1300,2099,61.93425441,0.756738462
good,15,owner,12,39,married,no_rec,freelance,60,110,4000,0,700,1100,63.63636364,0.857142857
good,1,owner,60,49,married,no_rec,fixed,105,531,47000,0,1400,1601,87.44534666,18.25714286
good,5,priv,60,24,single,no_rec,fixed,35,145,4000,0,1000,1346,74.29420505,6.6
good,5,rent,48,36,married,yes_rec,freelance,72,120,100000,0,775,950,81.57894737,2.972903226
good,0,owner,24,33,married,no_rec,partime,35,100,8000,0,500,2700,18.51851852,3.12
good,12,owner,60,39,married,no_rec,fixed,45,167,6000,0,1435,1875,76.53333333,5.101045296
good,14,owner,12,41,married,no_rec,freelance,60,245,7000,0,500,1253,39.90422985,4.44
good,23,owner,36,59,married,no_rec,fixed,35,100,7000,0,850,1334,63.71814093,2.752941176
good,8,owner,48,46,married,no_rec,freelance,75,190,7000,0,800,847,94.45100354,6.9
good,3,owner,60,32,married,no_rec,fixed,35,125,9000,2300,1350,1550,87.09677419,2.977777778
good,15,owner,60,33,married,no_rec,fixed,45,90,3000,0,1200,1323,90.70294785,2.25
good,4,owner,60,34,married,no_rec,fixed,45,205,11000,3700,1300,2060,63.10679612,5.676923077
bad,3,other,24,28,single,no_rec,fixed,35,51,0,0,800,1750,45.71428571,0.48
good,31,owner,48,56,married,no_rec,fixed,35,144,3000,0,850,928,91.59482759,6.155294118
bad,5,rent,36,40,married,yes_rec,freelance,35,146,0,0,1800,2800,64.28571429,2.22
bad,11,owner,60,45,married,yes_rec,fixed,105,235,2000,670,1400,2079,67.34006734,5.284285714
good,8,owner,36,46,married,no_rec,fixed,35,160,6000,600,600,1100,54.54545455,7.14
good,11,rent,60,54,married,no_rec,fixed,54,90,0,0,1000,1303,76.74597084,2.16
good,21,other,60,43,single,no_rec,fixed,35,115,0,0,1000,1338,74.73841555,4.8
good,1,owner,48,53,married,no_rec,freelance,35,213,20000,0,1250,2040,61.2745098,6.8352
bad,0,owner,60,43,married,yes_rec,fixed,60,85,4000,0,1500,1813,82.73579702,1
good,4,priv,36,51,married,no_rec,others,45,192,4000,108,575,1075,53.48837209,9.13586087
bad,30,owner,60,61,married,yes_rec,freelance,35,169,60000,0,950,1015,93.59605911,8.463157895
good,14,owner,60,34,single,no_rec,fixed,35,90,5000,0,1000,1349,74.12898443,3.3
good,3,parents,36,26,married,no_rec,freelance,35,61,18000,0,800,1000,80,1.17
good,3,parents,18,21,single,yes_rec,fixed,35,75,0,0,500,1364,36.6568915,1.44
good,2,parents,60,41,married,yes_rec,fixed,35,80,0,0,1000,1500,66.66666667,2.7
good,10,owner,60,28,married,no_rec,freelance,45,64,4000,0,1200,1214,98.84678748,0.95
bad,3,rent,36,23,married,no_rec,fixed,53,178,0,0,1600,2000,80,2.8125
bad,0,rent,6,37,separated,yes_rec,freelance,35,239,0,0,760,768,98.95833333,1.610526316
good,10,owner,60,27,married,no_rec,freelance,35,180,8000,3530,1700,1847,92.04114781,3.871764706
good,26,owner,60,56,married,no_rec,fixed,35,120,3500,0,1400,1477,94.78672986,3.642857143
bad,1,owner,60,40,married,no_rec,freelance,35,349,6000,4000,1300,1511,86.03573792,12.64615385
bad,12,other,60,36,married,yes_rec,fixed,60,99,0,0,750,790,94.93670886,3.12
good,15,rent,48,46,married,no_rec,fixed,57,122,0,0,1350,1500,90,2.311111111
good,17,owner,6,42,married,no_rec,fixed,90,111,10000,0,1000,2626,38.08073115,0.126
bad,5,ignore,48,46,married,no_rec,freelance,75,91,6000,0,4500,6222,72.32401157,0.170666667
good,6,parents,60,23,single,no_rec,fixed,35,109,0,0,1332,1332,100,3.333333333
bad,0,owner,36,54,married,no_rec,others,60,35,20000,0,1000,1613,61.99628022,-0.9
good,10,owner,48,38,married,no_rec,fixed,60,371,10000,4350,1450,1670,86.82634731,8.855172414
good,10,other,42,26,single,no_rec,fixed,35,67,0,0,800,1400,57.14285714,1.68
good,6,owner,60,33,married,no_rec,freelance,60,199,11000,450,1350,2006,67.29810568,5.977777778
bad,1,priv,48,40,married,no_rec,freelance,45,107,4000,0,750,1720,43.60465116,3.968
good,2,rent,48,33,single,no_rec,partime,41,57,0,0,1230,1515,81.18811881,0.624390244
good,11,owner,30,27,married,no_rec,fixed,45,70,3500,0,1200,1531,78.3801437,0.625
bad,1,owner,48,25,married,no_rec,partime,35,63,3500,0,890,890,100,1.51011236
good,16,owner,60,32,married,yes_rec,fixed,35,204,7000,0,1200,1503,79.84031936,8.45
good,20,owner,24,51,married,no_rec,fixed,45,185,10000,0,600,750,80,5.6
bad,5,owner,48,40,married,yes_rec,fixed,75,115,20000,100,1200,1800,66.66666667,1.56
good,3,owner,36,37,married,no_rec,freelance,35,141,5000,400,1000,1912,52.30125523,3.672
good,13,priv,48,36,married,no_rec,fixed,75,81,4750,0,1200,1385,86.64259928,0.24
good,6,rent,60,25,married,no_rec,fixed,55,100,0,0,1000,11140,8.976660682,2.7
good,11,parents,48,28,single,yes_rec,fixed,35,96,0,0,1100,1370,80.2919708,2.661818182
good,3,owner,60,34,married,no_rec,freelance,45,161,3000,0,1350,1423,94.86999297,5.155555556
bad,2,owner,60,20,single,no_rec,fixed,35,150,32000,2000,1500,1599,93.80863039,3.8
good,13,rent,60,34,married,no_rec,fixed,65,199,0,0,1550,2100,73.80952381,5.187096774
good,7,parents,24,45,single,no_rec,fixed,35,96,0,0,300,600,50,4.88
good,3,rent,24,28,married,no_rec,fixed,80,198,0,0,100,560,17.85714286,28.32
good,3,owner,60,27,married,no_rec,freelance,45,21,4000,0,1050,1064,98.68421053,-1.371428571
good,25,owner,60,63,married,no_rec,freelance,60,70,10000,0,700,925,75.67567568,0.857142857
bad,6,parents,60,23,single,no_rec,fixed,35,50,0,0,1200,1830,65.57377049,0.75
good,3,owner,60,26,married,no_rec,freelance,35,121,8000,3055,1400,1581,88.55154965,2.376428571
bad,2,rent,60,41,separated,no_rec,fixed,41,58,0,0,1000,1189,84.10428932,1.02
bad,1,parents,48,27,single,no_rec,fixed,35,93,6000,0,550,818,67.23716381,5.061818182
good,32,owner,36,53,married,no_rec,fixed,35,100,4000,0,475,550,86.36363636,4.926315789
good,15,parents,36,37,married,no_rec,fixed,75,130,0,0,800,1479,54.09060176,2.475
good,4,owner,48,50,married,no_rec,freelance,75,260,81,0,900,1073,83.87698043,9.866666667
bad,2,other,36,30,single,no_rec,fixed,35,55,0,0,950,1316,72.18844985,0.757894737
good,0,owner,48,45,married,no_rec,partime,35,110,3000,0,1200,1642,73.0816078,3
bad,10,rent,24,36,married,no_rec,freelance,60,69,0,0,240,240,100,0.9
good,10,owner,60,39,married,no_rec,freelance,45,95,3000,0,1000,1058,94.51795841,3
good,5,rent,60,44,married,yes_rec,freelance,75,232,5000,0,1800,1888,95.33898305,5.233333333
good,6,owner,36,47,married,no_rec,freelance,60,35,10000,0,1200,1974,60.79027356,-0.75
good,20,rent,48,55,married,no_rec,freelance,51,156,0,0,1000,1643,60.86427267,5.04
bad,16,parents,60,35,separated,no_rec,fixed,35,105,0,0,800,1084,73.80073801,5.25
bad,2,rent,36,32,married,no_rec,fixed,51,58,0,0,500,615,81.30081301,0.504
good,9,owner,24,40,married,no_rec,freelance,60,89,5000,0,500,1490,33.55704698,1.392
bad,1,other,48,23,single,no_rec,partime,35,147,0,0,1000,1843,54.25935974,5.376
bad,2,owner,60,38,married,yes_rec,fixed,75,77,13000,5000,1805,1805,100,-1.595567867
good,6,owner,60,47,married,no_rec,fixed,60,66,5000,0,600,1625,36.92307692,0.6
good,8,rent,48,33,married,no_rec,fixed,73,125,0,0,944,1054,89.56356736,2.644067797
good,10,owner,60,33,married,no_rec,freelance,45,150,13000,0,1500,2738,54.78451424,4.2
good,0,parents,36,22,single,no_rec,partime,35,105,3000,0,750,1092,68.68131868,3.36
good,15,owner,24,64,married,yes_rec,freelance,75,500,29500,3500,800,1081,74.00555042,11.7
good,15,parents,48,46,divorced,no_rec,fixed,35,125,0,0,1000,1284,77.88161994,4.32
good,1,parents,18,23,single,no_rec,partime,35,50,0,0,250,1139,21.94907814,1.08
good,3,owner,60,30,married,no_rec,fixed,45,95,3700,1250,1300,1665,78.07807808,1.730769231
good,17,rent,48,37,married,no_rec,fixed,53,181,0,0,1050,1317,79.72665148,5.851428571
good,15,owner,60,45,divorced,no_rec,fixed,35,140,16000,0,1000,1200,83.33333333,6.3
good,0,parents,48,26,single,no_rec,fixed,35,75,0,0,850,1400,60.71428571,2.258823529
good,15,parents,60,34,married,no_rec,fixed,75,182,3000,0,1500,1889,79.4070937,4.28
good,11,parents,30,27,single,no_rec,fixed,35,117,0,0,600,1293,46.4037123,4.1
good,9,priv,60,26,married,no_rec,fixed,35,217,4000,0,750,1546,48.51228978,14.56
good,1,owner,12,61,married,no_rec,others,35,58,18000,0,500,1342,37.25782414,0.552
good,11,owner,36,34,married,no_rec,fixed,60,180,23000,0,400,1084,36.900369,10.8
good,8,parents,24,23,single,no_rec,partime,45,110,0,0,900,931,96.67024705,1.733333333
bad,5,owner,48,40,married,yes_rec,fixed,35,87,5000,0,600,1258,47.69475358,4.16
good,0,parents,42,21,single,no_rec,fixed,35,75,0,0,900,1141,78.87817704,1.866666667
good,0,other,60,37,married,no_rec,fixed,60,198,0,0,1000,1000,100,8.28
good,10,owner,60,40,married,yes_rec,fixed,60,233,15000,2640,1400,2038,68.69479882,6.282857143
good,7,owner,30,30,married,yes_rec,fixed,45,126,7000,0,500,1661,30.10234798,4.86
bad,8,parents,60,49,married,no_rec,freelance,105,43,3000,0,1200,1451,82.70158511,-3.1
good,36,owner,60,61,married,no_rec,fixed,45,154,4000,0,1350,1650,81.81818182,4.844444444
good,4,owner,48,29,married,no_rec,fixed,45,160,3500,0,1000,1226,81.56606852,5.52
good,0,parents,24,21,single,no_rec,fixed,35,160,0,0,900,1681,53.53955979,3.333333333
bad,10,owner,60,40,married,no_rec,fixed,45,70,7500,0,1388,1388,100,1.080691643
good,9,rent,60,41,married,no_rec,fixed,72,120,6000,700,1600,1776,90.09009009,1.5375
good,8,owner,36,30,married,no_rec,freelance,45,80,7000,3000,1000,1734,57.67012687,0.18
good,9,rent,36,39,married,no_rec,freelance,54,90,0,0,600,875,68.57142857,2.16
bad,1,parents,36,24,single,yes_rec,partime,35,120,0,0,250,750,33.33333333,12.24
good,19,owner,60,46,married,no_rec,freelance,60,190,7000,0,1500,2755,54.44646098,5.2
good,18,owner,36,34,married,no_rec,fixed,60,130,6000,0,650,1601,40.59962523,3.876923077
good,7,owner,60,28,married,no_rec,fixed,35,111,3000,0,1600,1707,93.73169303,2.85
good,9,rent,60,43,married,no_rec,fixed,88,280,0,0,850,863,98.49362688,13.55294118
good,8,rent,60,31,single,no_rec,fixed,46,110,0,0,850,880,96.59090909,4.517647059
bad,5,rent,36,28,married,no_rec,freelance,60,184,0,0,900,1200,75,4.96
good,30,owner,60,54,married,no_rec,fixed,60,150,15000,0,1000,1388,72.04610951,5.4
bad,10,priv,48,37,married,no_rec,fixed,60,150,1000,0,1200,1350,88.88888889,3.6
good,0,owner,36,47,married,no_rec,partime,35,85,1,0,500,700,71.42857143,3.6
bad,10,owner,36,36,married,yes_rec,freelance,60,200,7000,0,1100,1250,88,4.581818182
good,9,other,48,24,single,no_rec,fixed,45,88,0,0,1200,1302,92.16589862,1.72
bad,2,other,60,22,single,no_rec,fixed,35,58,12000,0,1450,1600,90.625,0.951724138
bad,13,other,48,37,married,no_rec,fixed,60,98,0,0,950,1365,69.5970696,1.92
good,24,owner,60,45,married,no_rec,fixed,90,198,3500,0,900,1541,58.403634,7.2
good,10,owner,60,39,married,no_rec,freelance,60,171,39000,0,3000,3569,84.05715887,2.22
good,10,parents,36,37,single,yes_rec,fixed,35,150,0,0,1000,2484,40.25764895,4.14
bad,0,other,60,23,single,no_rec,partime,35,72,0,0,1000,1084,92.25092251,2.22
good,7,owner,6,52,married,yes_rec,freelance,60,101,9000,0,550,2136,25.74906367,0.447272727
good,8,priv,48,31,married,no_rec,fixed,60,122,4000,0,1400,1732,80.83140878,2.125714286
good,2,owner,60,31,married,no_rec,fixed,60,306,4000,0,1000,2095,47.7326969,14.76
good,18,priv,60,48,widow,no_rec,freelance,45,200,8500,500,1300,1309,99.31245225,6.923076923
good,14,owner,60,28,married,no_rec,fixed,60,107,6000,2500,950,1610,59.00621118,1.389473684
good,1,parents,24,29,single,no_rec,partime,35,147,0,0,650,1370,47.44525547,4.135384615
bad,25,owner,60,44,single,yes_rec,fixed,35,100,3500,360,1050,1606,65.37982565,3.508571429
good,5,owner,60,31,single,no_rec,fixed,35,172,8000,0,850,1934,43.95036194,9.670588235
good,4,owner,6,30,single,no_rec,fixed,35,300,10000,0,750,1436,52.22841226,2.12
good,13,owner,36,40,widow,no_rec,fixed,35,109,6000,3300,900,1073,83.87698043,1.64
good,11,owner,48,28,single,no_rec,fixed,35,345,6000,0,830,1152,72.04861111,17.92771084
bad,10,owner,60,37,single,no_rec,fixed,35,92,3000,0,1500,1635,91.74311927,2.28
bad,3,parents,60,35,married,yes_rec,fixed,35,410,0,0,2000,2228,89.76660682,11.25
good,5,parents,60,21,single,no_rec,partime,35,70,0,0,1400,1550,90.32258065,1.5
good,8,parents,42,27,single,no_rec,fixed,35,107,0,0,400,1418,28.20874471,7.56
good,12,owner,36,32,married,no_rec,fixed,45,115,3500,0,800,1280,62.5,3.15
good,2,other,60,20,single,no_rec,fixed,35,165,2000,0,1000,1275,78.43137255,7.8
good,0,parents,60,19,single,no_rec,others,75,200,3000,0,1800,2091,86.08321377,4.166666667
good,19,owner,24,52,married,no_rec,fixed,35,180,2500,0,580,1380,42.02898551,6
bad,2,owner,36,55,married,no_rec,fixed,35,87,10000,0,1150,2000,57.5,1.627826087
good,19,other,60,34,married,no_rec,fixed,75,154,4500,0,1600,1778,89.98875141,2.9625
good,0,owner,36,53,separated,no_rec,freelance,35,174,10000,2000,600,787,76.23888183,7.14
bad,1,parents,24,21,single,no_rec,fixed,35,60,0,0,900,1486,60.56527591,0.666666667
bad,1,owner,24,32,married,no_rec,partime,45,182,4000,200,175,175,100,18.51428571
bad,2,owner,60,26,single,no_rec,freelance,35,34,10000,4800,1600,1911,83.72579801,-1.8375
good,10,owner,60,50,married,no_rec,freelance,35,64,3500,0,700,985,71.06598985,2.485714286
good,1,other,36,32,single,no_rec,freelance,35,36,0,0,1000,1172,85.32423208,0.036
good,0,owner,18,26,single,no_rec,others,35,85,7500,2600,600,1290,46.51162791,0.72
good,7,rent,36,33,separated,yes_rec,fixed,47,115,0,0,645,895,72.06703911,3.795348837
good,1,other,36,46,married,no_rec,freelance,60,57,0,0,660,1212,54.45544554,-0.163636364
good,14,owner,18,37,married,no_rec,fixed,60,215,7000,0,600,1661,36.12281758,4.65
good,16,owner,60,48,married,no_rec,freelance,45,273,7000,0,2000,2529,79.08264136,6.84
good,8,parents,36,26,married,no_rec,freelance,45,101,4000,0,1000,1500,66.66666667,2.016
good,1,parents,60,22,single,no_rec,fixed,35,110,2000,0,1500,2098,71.49666349,3
bad,0,other,36,41,married,yes_rec,freelance,35,44,0,0,1000,1600,62.5,0.324
bad,3,rent,36,61,married,no_rec,fixed,41,57,12000,0,2500,3559,70.24445069,0.2304
good,10,parents,48,24,single,no_rec,fixed,35,163,0,0,1000,1260,79.36507937,6.144
good,3,parents,24,24,married,no_rec,fixed,35,120,10000,0,500,650,76.92307692,4.08
bad,4,parents,60,26,single,no_rec,fixed,35,52,0,0,1050,1372,76.53061224,0.971428571
good,1,rent,36,22,single,no_rec,fixed,59,136,0,0,450,2050,21.95121951,6.16
bad,3,owner,36,36,married,no_rec,freelance,90,82,4000,0,1300,1500,86.66666667,-0.221538462
good,2,rent,48,45,married,no_rec,freelance,47,124,0,0,1600,1895,84.43271768,2.31
good,5,parents,12,43,married,no_rec,fixed,105,265,0,0,500,1114,44.88330341,3.84
good,5,parents,24,35,married,yes_rec,fixed,35,189,3000,0,800,1828,43.76367615,4.62
bad,4,owner,60,35,married,yes_rec,freelance,45,184,15000,3000,2000,2477,80.74283407,3.27
good,10,parents,36,28,married,no_rec,freelance,45,230,0,0,1700,2300,73.91304348,3.917647059
bad,2,owner,60,32,married,yes_rec,fixed,60,260,2500,450,1800,2400,75,6.516666667
good,30,priv,36,66,single,no_rec,fixed,35,111,3500,0,800,1251,63.94884093,3.42
good,15,other,48,33,married,no_rec,fixed,45,125,0,0,1000,1587,63.01197227,3.84
good,0,parents,36,25,single,no_rec,fixed,35,440,0,0,550,1546,35.57567917,26.50909091
bad,3,owner,60,40,married,yes_rec,fixed,60,200,8000,0,1700,2000,85,4.941176471
good,4,rent,48,42,married,no_rec,freelance,100,245,0,0,1450,1489,97.38079248,4.8
bad,4,owner,60,42,married,no_rec,others,105,88,3500,108,1000,1025,97.56097561,-1.0848
bad,12,owner,60,35,married,no_rec,fixed,60,92,3000,1600,875,875,100,1.097142857
bad,1,rent,60,30,married,no_rec,partime,84,92,0,0,750,900,83.33333333,0.64
good,18,owner,60,39,married,no_rec,fixed,60,130,3500,0,1400,1471,95.17335146,3
good,12,parents,60,27,single,no_rec,fixed,35,150,0,0,1350,1750,77.14285714,5.111111111
good,7,owner,60,44,married,no_rec,fixed,45,112,3500,0,1450,1625,89.23076923,2.772413793
good,5,owner,60,40,married,yes_rec,fixed,60,134,3500,0,1200,1291,92.95120062,3.7
bad,2,owner,60,32,married,yes_rec,fixed,60,101,7000,2500,1600,1850,86.48648649,0.6
good,14,owner,60,29,married,no_rec,fixed,35,143,5000,0,1400,1668,83.93285372,4.628571429
bad,5,priv,72,29,married,no_rec,fixed,45,92,1500,850,1450,1516,95.64643799,1.911724138
bad,1,other,36,40,married,yes_rec,fixed,75,150,0,0,800,800,100,3.375
good,2,rent,48,41,separated,no_rec,fixed,61,162,0,0,900,1178,76.40067912,5.386666667
bad,1,owner,48,34,married,no_rec,others,60,45,2500,0,1000,1476,67.75067751,-0.72
good,13,owner,24,37,single,no_rec,fixed,35,100,3000,0,800,1494,53.54752343,1.95
good,12,owner,48,42,married,no_rec,fixed,60,118,5000,0,900,1350,66.66666667,3.093333333
good,0,parents,36,22,married,no_rec,partime,35,72,0,0,650,950,68.42105263,2.049230769
good,6,parents,12,27,single,no_rec,freelance,35,129,0,0,400,1777,22.50984806,2.82
good,3,parents,36,29,single,no_rec,partime,35,110,0,0,800,1428,56.02240896,3.375
good,5,owner,36,58,married,no_rec,others,35,80,7000,0,750,1150,65.2173913,2.16
good,12,owner,36,34,married,no_rec,fixed,60,97,4500,96,600,1253,47.88507582,2.1624
good,14,owner,60,43,married,no_rec,fixed,45,103,4000,0,950,1206,78.77280265,3.663157895
bad,0,owner,36,42,married,no_rec,fixed,75,127,7000,0,2500,3058,81.75277959,0.7488
bad,15,owner,60,31,married,yes_rec,fixed,45,96,4000,0,960,1031,93.11348206,3.1875
bad,1,priv,48,55,married,no_rec,fixed,60,94,8000,840,900,1050,85.71428571,1.365333333
good,7,parents,6,28,single,no_rec,fixed,35,93,68,0,600,1827,32.8407225,0.58
good,0,parents,60,24,single,no_rec,fixed,35,148,12000,0,1150,1275,90.19607843,5.895652174
good,2,owner,60,44,married,no_rec,fixed,75,274,6000,0,1600,2070,77.29468599,7.4625
good,5,parents,60,59,married,no_rec,others,35,140,5000,0,650,730,89.04109589,9.692307692
good,20,rent,48,44,widow,yes_rec,freelance,43,77,0,0,550,1499,36.69112742,2.967272727
good,1,parents,36,27,single,no_rec,fixed,35,91,0,0,1000,1866,53.59056806,2.016
